ts,scan_id,event,signal_id,direction,setup,regime,confidence,score,agreement,price,adaptive_adjustment,sweep_confirmation,news_confirmation,flow_direction,flow_transition,flow_score,action
2026-09-22T13:59:30.778920+00:00,LONG_2026-09-22T13:59:30.606201+00:00,SIGNAL,LONG_2026-09-22T13:59:30.606201+00:00,LONG,TREND,BULLISH_TREND,0.7938073023621155,66.42549159135297,0.6379683870613706,86322.85,0.0,0.25366874300887965,0.0,LONG,NORMAL,0.6381640538125872,OPEN
2026-09-23T00:34:27.360012+00:00,LONG_2026-09-23T00:34:27.192119+00:00,SIGNAL,LONG_2026-09-23T00:34:27.192119+00:00,LONG,TREND,BULLISH_TREND,0.7591440579371629,62.233718459267656,0.6693879772969178,86516.07,0.0,0.21914421041813803,0.0,LONG,TRANSITION,0.6480689741315069,OPEN
2026-09-23T05:16:42.061080+00:00,LONG_2026-09-23T05:16:41.901682+00:00,SIGNAL,LONG_2026-09-23T05:16:41.901682+00:00,LONG,TREND,BULLISH_TREND,0.8166135837282715,67.43932103556241,0.584603911265988,86959.62,0.0,0.17357733583615198,0.0,LONG,TRANSITION,0.5629764621855124,OPEN
