ts,scan_id,timeframe,level_type,level,touches,price,distance_atr,relation,event,atr,source_ts
2026-09-22T23:23:31.351480+00:00,20260922T232330.809538Z,1h,SUPPORT,85450.0,1,86350.01,1.8703,ABOVE,NONE,481.22285714,1790085600
2026-09-22T23:23:31.351520+00:00,20260922T232330.809538Z,1h,RESISTANCE,87397.0,1,86350.01,2.1757,BELOW,NONE,481.22285714,1790020800
2026-09-22T23:23:31.351553+00:00,20260922T232330.809538Z,1h,RESISTANCE,85257.0,1,86350.01,2.2713,ABOVE,NONE,481.22285714,1789981200
2026-09-22T23:23:31.351587+00:00,20260922T232330.809538Z,1h,SUPPORT,85059.28,1,86350.01,2.6822,ABOVE,NONE,481.22285714,1790053200
2026-09-22T23:23:31.351619+00:00,20260922T232330.809538Z,1h,RESISTANCE,82087.11,1,86350.01,8.8585,ABOVE,NONE,481.22285714,1789952400
2026-09-22T23:23:31.351659+00:00,20260922T232330.809538Z,1h,RESISTANCE,81406.42,2,86350.01,10.273,ABOVE,NONE,481.22285714,1789920000
2026-09-22T23:23:31.397769+00:00,20260922T232330.809538Z,15m,RESISTANCE,86384.73,1,86350.01,0.1924,BELOW,REJECTION,180.465,1790066700
2026-09-22T23:23:31.397815+00:00,20260922T232330.809538Z,15m,SUPPORT,86251.2,1,86350.01,0.5475,ABOVE,RETEST,180.465,1790101800
2026-09-22T23:23:31.397851+00:00,20260922T232330.809538Z,15m,RESISTANCE,86235.48,2,86350.01,0.6346,ABOVE,NONE,180.465,1790082000
2026-09-22T23:23:31.397884+00:00,20260922T232330.809538Z,15m,RESISTANCE,86465.4,1,86350.01,0.6394,BELOW,RETEST,180.465,1790085600
2026-09-22T23:23:31.397915+00:00,20260922T232330.809538Z,15m,SUPPORT,86171.92,2,86350.01,0.9868,ABOVE,NONE,180.465,1790109900
2026-09-22T23:23:31.397948+00:00,20260922T232330.809538Z,15m,RESISTANCE,86126.7,1,86350.01,1.2374,ABOVE,NONE,180.465,1790076600
2026-09-22T23:23:31.397979+00:00,20260922T232330.809538Z,15m,RESISTANCE,86644.365,2,86350.01,1.6311,BELOW,NONE,180.465,1790104500
2026-09-22T23:23:31.398010+00:00,20260922T232330.809538Z,15m,SUPPORT,86025.5,2,86350.01,1.7982,ABOVE,NONE,180.465,1790114400
2026-09-22T23:23:31.443327+00:00,20260922T232330.809538Z,5m,RESISTANCE,86380.29,2,86350.01,0.2428,BELOW,RETEST,124.705,1790110800
2026-09-22T23:23:31.443370+00:00,20260922T232330.809538Z,5m,RESISTANCE,86310.405,4,86350.01,0.3176,ABOVE,RETEST,124.705,1790117100
2026-09-22T23:23:31.443406+00:00,20260922T232330.809538Z,5m,SUPPORT,86425.62666667,3,86350.01,0.6064,BELOW,NONE,124.705,1790103600
2026-09-22T23:23:31.443438+00:00,20260922T232330.809538Z,5m,SUPPORT,86263.29333333,3,86350.01,0.6954,ABOVE,NONE,124.705,1790105700
2026-09-22T23:23:31.443470+00:00,20260922T232330.809538Z,5m,RESISTANCE,86238.99,1,86350.01,0.8903,ABOVE,NONE,124.705,1790115600
2026-09-22T23:23:31.443499+00:00,20260922T232330.809538Z,5m,SUPPORT,86199.4625,4,86350.01,1.2072,ABOVE,NONE,124.705,1790113200
2026-09-22T23:23:31.443529+00:00,20260922T232330.809538Z,5m,RESISTANCE,86518.64,1,86350.01,1.3522,BELOW,NONE,124.705,1790118600
2026-09-22T23:23:31.443564+00:00,20260922T232330.809538Z,5m,SUPPORT,86128.65,2,86350.01,1.7751,ABOVE,NONE,124.705,1790117700
2026-09-22T23:35:37.926136+00:00,20260922T233536.136763Z,1h,RESISTANCE,86369.835,2,86195.09,0.3626,BELOW,REJECTION,481.90642857,1790064000
2026-09-22T23:35:37.926185+00:00,20260922T233536.136763Z,1h,RESISTANCE,86734.0,1,86195.09,1.1183,BELOW,NONE,481.90642857,1790089200
2026-09-22T23:35:37.926218+00:00,20260922T233536.136763Z,1h,SUPPORT,85450.0,1,86195.09,1.5461,ABOVE,NONE,481.90642857,1790085600
2026-09-22T23:35:37.926255+00:00,20260922T233536.136763Z,1h,RESISTANCE,85257.0,1,86195.09,1.9466,ABOVE,NONE,481.90642857,1789981200
2026-09-22T23:35:37.926284+00:00,20260922T233536.136763Z,1h,SUPPORT,85059.28,1,86195.09,2.3569,ABOVE,NONE,481.90642857,1790053200
2026-09-22T23:35:37.926313+00:00,20260922T233536.136763Z,1h,RESISTANCE,87397.0,1,86195.09,2.4941,BELOW,NONE,481.90642857,1790020800
2026-09-22T23:35:37.926340+00:00,20260922T233536.136763Z,1h,RESISTANCE,82087.11,1,86195.09,8.5244,ABOVE,NONE,481.90642857,1789952400
2026-09-22T23:35:37.926375+00:00,20260922T233536.136763Z,1h,RESISTANCE,81406.42,2,86195.09,9.9369,ABOVE,NONE,481.90642857,1789920000
2026-09-22T23:35:37.961502+00:00,20260922T233536.136763Z,15m,SUPPORT,86171.92,2,86195.09,0.1206,ABOVE,RETEST,192.14714286,1790109900
2026-09-22T23:35:37.961545+00:00,20260922T233536.136763Z,15m,RESISTANCE,86235.48,2,86195.09,0.2102,BELOW,REJECTION,192.14714286,1790082000
2026-09-22T23:35:37.961574+00:00,20260922T233536.136763Z,15m,SUPPORT,86251.2,1,86195.09,0.292,BELOW,RETEST,192.14714286,1790101800
2026-09-22T23:35:37.961603+00:00,20260922T233536.136763Z,15m,RESISTANCE,86126.7,1,86195.09,0.3559,ABOVE,NONE,192.14714286,1790076600
2026-09-22T23:35:37.961630+00:00,20260922T233536.136763Z,15m,SUPPORT,86025.5,2,86195.09,0.8826,ABOVE,NONE,192.14714286,1790114400
2026-09-22T23:35:37.961658+00:00,20260922T233536.136763Z,15m,RESISTANCE,86384.73,1,86195.09,0.987,BELOW,NONE,192.14714286,1790066700
2026-09-22T23:35:37.961685+00:00,20260922T233536.136763Z,15m,RESISTANCE,86492.02,2,86195.09,1.5453,BELOW,NONE,192.14714286,1790118000
2026-09-22T23:35:37.961712+00:00,20260922T233536.136763Z,15m,SUPPORT,85746.78,2,86195.09,2.3332,ABOVE,NONE,192.14714286,1790079300
2026-09-22T23:35:37.995503+00:00,20260922T233536.136763Z,5m,SUPPORT,86199.4625,4,86195.09,0.0345,BELOW,RETEST,126.75642857,1790113200
2026-09-22T23:35:37.995553+00:00,20260922T233536.136763Z,5m,RESISTANCE,86238.99,1,86195.09,0.3463,BELOW,RETEST,126.75642857,1790115600
2026-09-22T23:35:37.995584+00:00,20260922T233536.136763Z,5m,SUPPORT,86128.65,2,86195.09,0.5242,ABOVE,NONE,126.75642857,1790117700
2026-09-22T23:35:37.995613+00:00,20260922T233536.136763Z,5m,SUPPORT,86263.29333333,3,86195.09,0.5381,BELOW,NONE,126.75642857,1790105700
2026-09-22T23:35:37.995641+00:00,20260922T233536.136763Z,5m,RESISTANCE,86310.405,4,86195.09,0.9097,BELOW,NONE,126.75642857,1790117100
2026-09-22T23:35:37.995668+00:00,20260922T233536.136763Z,5m,RESISTANCE,86380.29,2,86195.09,1.4611,BELOW,NONE,126.75642857,1790110800
2026-09-22T23:35:37.995695+00:00,20260922T233536.136763Z,5m,SUPPORT,86001.0,1,86195.09,1.5312,ABOVE,NONE,126.75642857,1790115000
2026-09-22T23:35:37.995726+00:00,20260922T233536.136763Z,5m,SUPPORT,86425.62666667,3,86195.09,1.8187,BELOW,NONE,126.75642857,1790103600
2026-09-22T23:45:25.471894+00:00,20260922T234524.123253Z,1h,RESISTANCE,86369.835,2,86200.67,0.3498,BELOW,REJECTION,483.61642857,1790064000
2026-09-22T23:45:25.471944+00:00,20260922T234524.123253Z,1h,RESISTANCE,86734.0,1,86200.67,1.1028,BELOW,NONE,483.61642857,1790089200
2026-09-22T23:45:25.471979+00:00,20260922T234524.123253Z,1h,SUPPORT,85450.0,1,86200.67,1.5522,ABOVE,NONE,483.61642857,1790085600
2026-09-22T23:45:25.472029+00:00,20260922T234524.123253Z,1h,RESISTANCE,85257.0,1,86200.67,1.9513,ABOVE,NONE,483.61642857,1789981200
2026-09-22T23:45:25.472061+00:00,20260922T234524.123253Z,1h,SUPPORT,85059.28,1,86200.67,2.3601,ABOVE,NONE,483.61642857,1790053200
2026-09-22T23:45:25.472093+00:00,20260922T234524.123253Z,1h,RESISTANCE,87397.0,1,86200.67,2.4737,BELOW,NONE,483.61642857,1790020800
2026-09-22T23:45:25.472125+00:00,20260922T234524.123253Z,1h,RESISTANCE,82087.11,1,86200.67,8.5058,ABOVE,NONE,483.61642857,1789952400
2026-09-22T23:45:25.472163+00:00,20260922T234524.123253Z,1h,RESISTANCE,81406.42,2,86200.67,9.9133,ABOVE,NONE,483.61642857,1789920000
2026-09-22T23:45:25.518925+00:00,20260922T234524.123253Z,15m,SUPPORT,86171.92,2,86200.67,0.1556,ABOVE,RETEST,184.82071429,1790109900
2026-09-22T23:45:25.518969+00:00,20260922T234524.123253Z,15m,RESISTANCE,86235.48,2,86200.67,0.1883,BELOW,RETEST,184.82071429,1790082000
2026-09-22T23:45:25.519002+00:00,20260922T234524.123253Z,15m,SUPPORT,86251.2,1,86200.67,0.2734,BELOW,RETEST,184.82071429,1790101800
2026-09-22T23:45:25.519034+00:00,20260922T234524.123253Z,15m,RESISTANCE,86126.7,1,86200.67,0.4002,ABOVE,NONE,184.82071429,1790076600
2026-09-22T23:45:25.519066+00:00,20260922T234524.123253Z,15m,SUPPORT,86025.5,2,86200.67,0.9478,ABOVE,NONE,184.82071429,1790114400
2026-09-22T23:45:25.519096+00:00,20260922T234524.123253Z,15m,RESISTANCE,86384.73,1,86200.67,0.9959,BELOW,NONE,184.82071429,1790066700
2026-09-22T23:45:25.519125+00:00,20260922T234524.123253Z,15m,RESISTANCE,86492.02,2,86200.67,1.5764,BELOW,NONE,184.82071429,1790118000
2026-09-22T23:45:25.519154+00:00,20260922T234524.123253Z,15m,RESISTANCE,86644.365,2,86200.67,2.4007,BELOW,NONE,184.82071429,1790104500
2026-09-22T23:45:25.565169+00:00,20260922T234524.123253Z,5m,SUPPORT,86226.94,5,86200.67,0.1986,BELOW,RETEST,132.25714286,1790112300
2026-09-22T23:45:25.565212+00:00,20260922T234524.123253Z,5m,RESISTANCE,86238.99,1,86200.67,0.2897,BELOW,RETEST,132.25714286,1790115600
2026-09-22T23:45:25.565245+00:00,20260922T234524.123253Z,5m,SUPPORT,86143.52,3,86200.67,0.4321,ABOVE,RETEST,132.25714286,1790117700
2026-09-22T23:45:25.565278+00:00,20260922T234524.123253Z,5m,SUPPORT,86279.77,1,86200.67,0.5981,BELOW,NONE,132.25714286,1790105700
2026-09-22T23:45:25.565309+00:00,20260922T234524.123253Z,5m,RESISTANCE,86310.405,4,86200.67,0.8297,BELOW,NONE,132.25714286,1790117100
2026-09-22T23:45:25.565339+00:00,20260922T234524.123253Z,5m,RESISTANCE,86380.29,2,86200.67,1.3581,BELOW,NONE,132.25714286,1790110800
2026-09-22T23:45:25.565370+00:00,20260922T234524.123253Z,5m,SUPPORT,86001.0,1,86200.67,1.5097,ABOVE,NONE,132.25714286,1790115000
2026-09-22T23:45:25.565410+00:00,20260922T234524.123253Z,5m,SUPPORT,86425.62666667,3,86200.67,1.7009,BELOW,NONE,132.25714286,1790103600
2026-09-22T23:55:27.725518+00:00,20260922T235526.317158Z,1h,RESISTANCE,86369.835,2,86165.58,0.4223,BELOW,REJECTION,483.61642857,1790064000
2026-09-22T23:55:27.725569+00:00,20260922T235526.317158Z,1h,RESISTANCE,86734.0,1,86165.58,1.1754,BELOW,NONE,483.61642857,1790089200
2026-09-22T23:55:27.725605+00:00,20260922T235526.317158Z,1h,SUPPORT,85450.0,1,86165.58,1.4796,ABOVE,NONE,483.61642857,1790085600
2026-09-22T23:55:27.725646+00:00,20260922T235526.317158Z,1h,RESISTANCE,85257.0,1,86165.58,1.8787,ABOVE,NONE,483.61642857,1789981200
2026-09-22T23:55:27.725681+00:00,20260922T235526.317158Z,1h,SUPPORT,85059.28,1,86165.58,2.2876,ABOVE,NONE,483.61642857,1790053200
2026-09-22T23:55:27.725713+00:00,20260922T235526.317158Z,1h,RESISTANCE,87397.0,1,86165.58,2.5463,BELOW,NONE,483.61642857,1790020800
2026-09-22T23:55:27.725745+00:00,20260922T235526.317158Z,1h,RESISTANCE,82087.11,1,86165.58,8.4333,ABOVE,NONE,483.61642857,1789952400
2026-09-22T23:55:27.725784+00:00,20260922T235526.317158Z,1h,RESISTANCE,81406.42,2,86165.58,9.8408,ABOVE,NONE,483.61642857,1789920000
2026-09-22T23:55:27.771693+00:00,20260922T235526.317158Z,15m,SUPPORT,86171.92,2,86165.58,0.0334,BELOW,RETEST,189.74928571,1790109900
2026-09-22T23:55:27.771738+00:00,20260922T235526.317158Z,15m,RESISTANCE,86126.7,1,86165.58,0.2049,ABOVE,RETEST,189.74928571,1790076600
2026-09-22T23:55:27.771772+00:00,20260922T235526.317158Z,15m,RESISTANCE,86235.48,2,86165.58,0.3684,BELOW,RETEST,189.74928571,1790082000
2026-09-22T23:55:27.771806+00:00,20260922T235526.317158Z,15m,SUPPORT,86251.2,1,86165.58,0.4512,BELOW,NONE,189.74928571,1790101800
2026-09-22T23:55:27.771838+00:00,20260922T235526.317158Z,15m,SUPPORT,86025.5,2,86165.58,0.7382,ABOVE,RETEST,189.74928571,1790114400
2026-09-22T23:55:27.771876+00:00,20260922T235526.317158Z,15m,RESISTANCE,86384.73,1,86165.58,1.1549,BELOW,NONE,189.74928571,1790066700
2026-09-22T23:55:27.771906+00:00,20260922T235526.317158Z,15m,RESISTANCE,86492.02,2,86165.58,1.7204,BELOW,NONE,189.74928571,1790118000
2026-09-22T23:55:27.771936+00:00,20260922T235526.317158Z,15m,SUPPORT,85746.78,2,86165.58,2.2071,ABOVE,NONE,189.74928571,1790079300
2026-09-22T23:55:27.818040+00:00,20260922T235526.317158Z,5m,SUPPORT,86199.4625,4,86165.58,0.2606,BELOW,RETEST,130.02571429,1790113200
2026-09-22T23:55:27.818084+00:00,20260922T235526.317158Z,5m,SUPPORT,86114.60333333,3,86165.58,0.3921,ABOVE,NONE,130.02571429,1790120400
2026-09-22T23:55:27.818147+00:00,20260922T235526.317158Z,5m,RESISTANCE,86238.99,1,86165.58,0.5646,BELOW,NONE,130.02571429,1790115600
2026-09-22T23:55:27.818245+00:00,20260922T235526.317158Z,5m,SUPPORT,86265.485,2,86165.58,0.7683,BELOW,NONE,130.02571429,1790105700
2026-09-22T23:55:27.818313+00:00,20260922T235526.317158Z,5m,RESISTANCE,86310.405,4,86165.58,1.1138,BELOW,NONE,130.02571429,1790117100
2026-09-22T23:55:27.818384+00:00,20260922T235526.317158Z,5m,SUPPORT,86001.0,1,86165.58,1.2657,ABOVE,NONE,130.02571429,1790115000
2026-09-22T23:55:27.818453+00:00,20260922T235526.317158Z,5m,RESISTANCE,86380.29,2,86165.58,1.6513,BELOW,NONE,130.02571429,1790110800
2026-09-22T23:55:27.818535+00:00,20260922T235526.317158Z,5m,SUPPORT,86425.62666667,3,86165.58,2.0,BELOW,NONE,130.02571429,1790103600
2026-09-23T00:15:53.008427+00:00,20260923T001552.279270Z,1h,RESISTANCE,86369.835,2,86341.47,0.0612,BELOW,RETEST,463.76571429,1790064000
2026-09-23T00:15:53.008480+00:00,20260923T001552.279270Z,1h,SUPPORT,86001.0,1,86341.47,0.7341,ABOVE,RETEST,463.76571429,1790114400
2026-09-23T00:15:53.008517+00:00,20260923T001552.279270Z,1h,RESISTANCE,86734.0,1,86341.47,0.8464,BELOW,NONE,463.76571429,1790089200
2026-09-23T00:15:53.008560+00:00,20260923T001552.279270Z,1h,SUPPORT,85450.0,1,86341.47,1.9222,ABOVE,NONE,463.76571429,1790085600
2026-09-23T00:15:53.008596+00:00,20260923T001552.279270Z,1h,RESISTANCE,87397.0,1,86341.47,2.276,BELOW,NONE,463.76571429,1790020800
2026-09-23T00:15:53.008632+00:00,20260923T001552.279270Z,1h,RESISTANCE,85257.0,1,86341.47,2.3384,ABOVE,NONE,463.76571429,1789981200
2026-09-23T00:15:53.008664+00:00,20260923T001552.279270Z,1h,SUPPORT,85059.28,1,86341.47,2.7647,ABOVE,NONE,463.76571429,1790053200
2026-09-23T00:15:53.008706+00:00,20260923T001552.279270Z,1h,RESISTANCE,82087.11,1,86341.47,9.1735,ABOVE,NONE,463.76571429,1789952400
2026-09-23T00:15:53.055991+00:00,20260923T001552.279270Z,15m,RESISTANCE,86384.73,1,86341.47,0.2296,BELOW,RETEST,188.375,1790066700
2026-09-23T00:15:53.056037+00:00,20260923T001552.279270Z,15m,SUPPORT,86251.2,1,86341.47,0.4792,ABOVE,NONE,188.375,1790101800
2026-09-23T00:15:53.056071+00:00,20260923T001552.279270Z,15m,RESISTANCE,86235.48,2,86341.47,0.5627,ABOVE,NONE,188.375,1790082000
2026-09-23T00:15:53.056104+00:00,20260923T001552.279270Z,15m,RESISTANCE,86492.02,2,86341.47,0.7992,BELOW,NONE,188.375,1790118000
2026-09-23T00:15:53.056136+00:00,20260923T001552.279270Z,15m,SUPPORT,86171.92,2,86341.47,0.9001,ABOVE,NONE,188.375,1790109900
2026-09-23T00:15:53.056174+00:00,20260923T001552.279270Z,15m,RESISTANCE,86126.7,1,86341.47,1.1401,ABOVE,NONE,188.375,1790076600
2026-09-23T00:15:53.056206+00:00,20260923T001552.279270Z,15m,SUPPORT,86045.83666667,3,86341.47,1.5694,ABOVE,NONE,188.375,1790119800
2026-09-23T00:15:53.056238+00:00,20260923T001552.279270Z,15m,RESISTANCE,86644.365,2,86341.47,1.6079,BELOW,NONE,188.375,1790104500
2026-09-23T00:15:53.124959+00:00,20260923T001552.279270Z,5m,RESISTANCE,86310.405,4,86341.47,0.263,ABOVE,RETEST,118.13357143,1790117100
2026-09-23T00:15:53.125012+00:00,20260923T001552.279270Z,5m,RESISTANCE,86380.29,2,86341.47,0.3286,BELOW,RETEST,118.13357143,1790110800
2026-09-23T00:15:53.125049+00:00,20260923T001552.279270Z,5m,SUPPORT,86265.485,2,86341.47,0.6432,ABOVE,NONE,118.13357143,1790105700
2026-09-23T00:15:53.125083+00:00,20260923T001552.279270Z,5m,SUPPORT,86425.62666667,3,86341.47,0.7124,BELOW,NONE,118.13357143,1790103600
2026-09-23T00:15:53.125115+00:00,20260923T001552.279270Z,5m,RESISTANCE,86238.99,1,86341.47,0.8675,ABOVE,NONE,118.13357143,1790115600
2026-09-23T00:15:53.125147+00:00,20260923T001552.279270Z,5m,SUPPORT,86199.4625,4,86341.47,1.2021,ABOVE,NONE,118.13357143,1790113200
2026-09-23T00:15:53.125180+00:00,20260923T001552.279270Z,5m,RESISTANCE,86518.64,1,86341.47,1.4997,BELOW,NONE,118.13357143,1790118600
2026-09-23T00:15:53.125218+00:00,20260923T001552.279270Z,5m,SUPPORT,86118.4525,4,86341.47,1.8878,ABOVE,NONE,118.13357143,1790121900
2026-09-23T00:34:26.593751+00:00,20260923T003425.657166Z,1h,RESISTANCE,86369.835,2,86516.07,0.307,ABOVE,RETEST,476.40571429,1790064000
2026-09-23T00:34:26.593808+00:00,20260923T003425.657166Z,1h,RESISTANCE,86734.0,1,86516.07,0.4574,BELOW,NONE,476.40571429,1790089200
2026-09-23T00:34:26.593845+00:00,20260923T003425.657166Z,1h,SUPPORT,86001.0,1,86516.07,1.0812,ABOVE,RETEST,476.40571429,1790114400
2026-09-23T00:34:26.593887+00:00,20260923T003425.657166Z,1h,RESISTANCE,87397.0,1,86516.07,1.8491,BELOW,NONE,476.40571429,1790020800
2026-09-23T00:34:26.593920+00:00,20260923T003425.657166Z,1h,SUPPORT,85450.0,1,86516.07,2.2377,ABOVE,NONE,476.40571429,1790085600
2026-09-23T00:34:26.593953+00:00,20260923T003425.657166Z,1h,RESISTANCE,85257.0,1,86516.07,2.6429,ABOVE,NONE,476.40571429,1789981200
2026-09-23T00:34:26.593985+00:00,20260923T003425.657166Z,1h,SUPPORT,85059.28,1,86516.07,3.0579,ABOVE,NONE,476.40571429,1790053200
2026-09-23T00:34:26.594024+00:00,20260923T003425.657166Z,1h,RESISTANCE,82087.11,1,86516.07,9.2966,ABOVE,NONE,476.40571429,1789952400
2026-09-23T00:34:26.642358+00:00,20260923T003425.657166Z,15m,RESISTANCE,86492.02,2,86516.07,0.1215,ABOVE,RETEST,197.87928571,1790118000
2026-09-23T00:34:26.642411+00:00,20260923T003425.657166Z,15m,RESISTANCE,86644.365,2,86516.07,0.6483,BELOW,NONE,197.87928571,1790104500
2026-09-23T00:34:26.642468+00:00,20260923T003425.657166Z,15m,RESISTANCE,86384.73,1,86516.07,0.6637,ABOVE,NONE,197.87928571,1790066700
2026-09-23T00:34:26.642504+00:00,20260923T003425.657166Z,15m,RESISTANCE,86734.0,1,86516.07,1.1013,BELOW,NONE,197.87928571,1790091900
2026-09-23T00:34:26.642536+00:00,20260923T003425.657166Z,15m,SUPPORT,86251.2,1,86516.07,1.3385,ABOVE,NONE,197.87928571,1790101800
2026-09-23T00:34:26.642583+00:00,20260923T003425.657166Z,15m,RESISTANCE,86235.48,2,86516.07,1.418,ABOVE,NONE,197.87928571,1790082000
2026-09-23T00:34:26.642614+00:00,20260923T003425.657166Z,15m,SUPPORT,86171.92,2,86516.07,1.7392,ABOVE,NONE,197.87928571,1790109900
2026-09-23T00:34:26.642644+00:00,20260923T003425.657166Z,15m,RESISTANCE,86126.7,1,86516.07,1.9677,ABOVE,NONE,197.87928571,1790076600
2026-09-23T00:34:26.691032+00:00,20260923T003425.657166Z,5m,RESISTANCE,86518.64,1,86516.07,0.0212,BELOW,RETEST,121.08571429,1790118600
2026-09-23T00:34:26.691084+00:00,20260923T003425.657166Z,5m,SUPPORT,86428.665,2,86516.07,0.7218,ABOVE,RETEST,121.08571429,1790103600
2026-09-23T00:34:26.691119+00:00,20260923T003425.657166Z,5m,RESISTANCE,86605.775,2,86516.07,0.7408,BELOW,NONE,121.08571429,1790105100
2026-09-23T00:34:26.691152+00:00,20260923T003425.657166Z,5m,RESISTANCE,86380.29,2,86516.07,1.1214,ABOVE,NONE,121.08571429,1790110800
2026-09-23T00:34:26.691183+00:00,20260923T003425.657166Z,5m,RESISTANCE,86670.875,2,86516.07,1.2785,BELOW,NONE,121.08571429,1790100900
2026-09-23T00:34:26.691214+00:00,20260923T003425.657166Z,5m,RESISTANCE,86310.405,4,86516.07,1.6985,ABOVE,NONE,121.08571429,1790117100
2026-09-23T00:34:26.691244+00:00,20260923T003425.657166Z,5m,SUPPORT,86265.485,2,86516.07,2.0695,ABOVE,NONE,121.08571429,1790105700
2026-09-23T00:34:26.691282+00:00,20260923T003425.657166Z,5m,RESISTANCE,86238.99,1,86516.07,2.2883,ABOVE,NONE,121.08571429,1790115600
2026-09-23T00:50:31.549858+00:00,20260923T005030.849780Z,1h,RESISTANCE,86369.835,2,86476.87,0.2236,ABOVE,RETEST,478.72714286,1790064000
2026-09-23T00:50:31.549910+00:00,20260923T005030.849780Z,1h,RESISTANCE,86734.0,1,86476.87,0.5371,BELOW,RETEST,478.72714286,1790089200
2026-09-23T00:50:31.549947+00:00,20260923T005030.849780Z,1h,SUPPORT,86001.0,1,86476.87,0.994,ABOVE,RETEST,478.72714286,1790114400
2026-09-23T00:50:31.549981+00:00,20260923T005030.849780Z,1h,RESISTANCE,87397.0,1,86476.87,1.922,BELOW,NONE,478.72714286,1790020800
2026-09-23T00:50:31.550014+00:00,20260923T005030.849780Z,1h,SUPPORT,85450.0,1,86476.87,2.145,ABOVE,NONE,478.72714286,1790085600
2026-09-23T00:50:31.550049+00:00,20260923T005030.849780Z,1h,RESISTANCE,85257.0,1,86476.87,2.5482,ABOVE,NONE,478.72714286,1789981200
2026-09-23T00:50:31.550108+00:00,20260923T005030.849780Z,1h,SUPPORT,85059.28,1,86476.87,2.9612,ABOVE,NONE,478.72714286,1790053200
2026-09-23T00:50:31.550151+00:00,20260923T005030.849780Z,1h,RESISTANCE,82087.11,1,86476.87,9.1696,ABOVE,NONE,478.72714286,1789952400
2026-09-23T00:50:31.596675+00:00,20260923T005030.849780Z,15m,RESISTANCE,86492.02,2,86476.87,0.0746,BELOW,RETEST,203.04857143,1790118000
2026-09-23T00:50:31.596726+00:00,20260923T005030.849780Z,15m,RESISTANCE,86384.73,1,86476.87,0.4538,ABOVE,NONE,203.04857143,1790066700
2026-09-23T00:50:31.596761+00:00,20260923T005030.849780Z,15m,RESISTANCE,86644.365,2,86476.87,0.8249,BELOW,NONE,203.04857143,1790104500
2026-09-23T00:50:31.596795+00:00,20260923T005030.849780Z,15m,SUPPORT,86251.2,1,86476.87,1.1114,ABOVE,NONE,203.04857143,1790101800
2026-09-23T00:50:31.596827+00:00,20260923T005030.849780Z,15m,RESISTANCE,86235.48,2,86476.87,1.1888,ABOVE,NONE,203.04857143,1790082000
2026-09-23T00:50:31.596858+00:00,20260923T005030.849780Z,15m,RESISTANCE,86734.0,1,86476.87,1.2663,BELOW,NONE,203.04857143,1790091900
2026-09-23T00:50:31.596890+00:00,20260923T005030.849780Z,15m,SUPPORT,86171.92,2,86476.87,1.5019,ABOVE,NONE,203.04857143,1790109900
2026-09-23T00:50:31.596920+00:00,20260923T005030.849780Z,15m,RESISTANCE,86126.7,1,86476.87,1.7246,ABOVE,NONE,203.04857143,1790076600
2026-09-23T00:50:31.645516+00:00,20260923T005030.849780Z,5m,RESISTANCE,86518.64,1,86476.87,0.3846,BELOW,RETEST,108.59714286,1790118600
2026-09-23T00:50:31.645568+00:00,20260923T005030.849780Z,5m,SUPPORT,86413.0,2,86476.87,0.5881,ABOVE,NONE,108.59714286,1790124000
2026-09-23T00:50:31.645605+00:00,20260923T005030.849780Z,5m,RESISTANCE,86400.0,1,86476.87,0.7078,ABOVE,NONE,108.59714286,1790108700
2026-09-23T00:50:31.645643+00:00,20260923T005030.849780Z,5m,RESISTANCE,86360.58,1,86476.87,1.0708,ABOVE,NONE,108.59714286,1790110800
2026-09-23T00:50:31.645681+00:00,20260923T005030.849780Z,5m,RESISTANCE,86598.85,3,86476.87,1.1232,BELOW,NONE,108.59714286,1790124000
2026-09-23T00:50:31.645714+00:00,20260923T005030.849780Z,5m,RESISTANCE,86310.405,4,86476.87,1.5329,ABOVE,NONE,108.59714286,1790117100
2026-09-23T00:50:31.645753+00:00,20260923T005030.849780Z,5m,RESISTANCE,86666.65,1,86476.87,1.7476,BELOW,NONE,108.59714286,1790100900
2026-09-23T00:50:31.645785+00:00,20260923T005030.849780Z,5m,SUPPORT,86265.485,2,86476.87,1.9465,ABOVE,NONE,108.59714286,1790105700
2026-09-23T01:01:14.622773+00:00,20260923T010113.919576Z,1h,RESISTANCE,86369.835,2,86522.91,0.3339,ABOVE,RETEST,458.41214286,1790064000
2026-09-23T01:01:14.622828+00:00,20260923T010113.919576Z,1h,RESISTANCE,86734.0,1,86522.91,0.4605,BELOW,NONE,458.41214286,1790089200
2026-09-23T01:01:14.622863+00:00,20260923T010113.919576Z,1h,SUPPORT,86001.0,1,86522.91,1.1385,ABOVE,NONE,458.41214286,1790114400
2026-09-23T01:01:14.622897+00:00,20260923T010113.919576Z,1h,RESISTANCE,87397.0,1,86522.91,1.9068,BELOW,NONE,458.41214286,1790020800
2026-09-23T01:01:14.622929+00:00,20260923T010113.919576Z,1h,SUPPORT,85450.0,1,86522.91,2.3405,ABOVE,NONE,458.41214286,1790085600
2026-09-23T01:01:14.622963+00:00,20260923T010113.919576Z,1h,RESISTANCE,85257.0,1,86522.91,2.7615,ABOVE,NONE,458.41214286,1789981200
2026-09-23T01:01:14.622994+00:00,20260923T010113.919576Z,1h,SUPPORT,85059.28,1,86522.91,3.1928,ABOVE,NONE,458.41214286,1790053200
