ts,scan_id,timeframe,level_type,level,touches,price,distance_atr,relation,event,atr,source_ts
2026-09-23T04:59:18.421847+00:00,20260923T045917.256126Z,1h,SUPPORT,85059.28,1,87198.51,4.7068,ABOVE,NONE,NONE,NONE,,0,False,454.49571429,1790053200
2026-09-23T04:59:18.421897+00:00,20260923T045917.256126Z,1h,RESISTANCE,82087.11,1,87198.51,11.2463,ABOVE,NONE,NONE,NONE,,0,False,454.49571429,1789952400
2026-09-23T04:59:18.456041+00:00,20260923T045917.256126Z,15m,RESISTANCE,86959.3,1,87198.51,0.9932,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,240.85928571,1790134200
2026-09-23T04:59:18.456110+00:00,20260923T045917.256126Z,15m,RESISTANCE,86838.78,1,87198.51,1.4935,ABOVE,NONE,NONE,NONE,,0,False,240.85928571,1790125200
2026-09-23T04:59:18.456154+00:00,20260923T045917.256126Z,15m,RESISTANCE,86734.0,1,87198.51,1.9286,ABOVE,NONE,NONE,NONE,,0,False,240.85928571,1790091900
2026-09-23T04:59:18.456197+00:00,20260923T045917.256126Z,15m,RESISTANCE,86640.71333333,3,87198.51,2.3159,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,240.85928571,1790129700
2026-09-23T04:59:18.456239+00:00,20260923T045917.256126Z,15m,SUPPORT,86621.19,1,87198.51,2.3969,ABOVE,NONE,NONE,NONE,,0,False,240.85928571,1790136000
2026-09-23T04:59:18.456281+00:00,20260923T045917.256126Z,15m,RESISTANCE,86492.02,2,87198.51,2.9332,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,240.85928571,1790118000
2026-09-23T04:59:18.456321+00:00,20260923T045917.256126Z,15m,SUPPORT,86413.78,1,87198.51,3.258,ABOVE,NONE,NONE,NONE,,0,False,240.85928571,1790132400
2026-09-23T04:59:18.456376+00:00,20260923T045917.256126Z,15m,RESISTANCE,86259.99,1,87198.51,3.8965,ABOVE,NONE,NONE,NONE,,0,False,240.85928571,1790070300
2026-09-23T04:59:18.491251+00:00,20260923T045917.256126Z,5m,RESISTANCE,87282.81,1,87198.51,0.5783,BELOW,NONE,NONE,NONE,,0,False,145.76214286,1790137800
2026-09-23T04:59:18.491306+00:00,20260923T045917.256126Z,5m,RESISTANCE,86959.3,1,87198.51,1.6411,ABOVE,NONE,NONE,NONE,,0,False,145.76214286,1790134800
2026-09-23T04:59:18.491364+00:00,20260923T045917.256126Z,5m,RESISTANCE,86832.035,2,87198.51,2.5142,ABOVE,NONE,NONE,NONE,,0,False,145.76214286,1790133600
2026-09-23T04:59:18.491406+00:00,20260923T045917.256126Z,5m,SUPPORT,86621.19,1,87198.51,3.9607,ABOVE,NONE,NONE,NONE,,0,False,145.76214286,1790136300
2026-09-23T04:59:18.491448+00:00,20260923T045917.256126Z,5m,RESISTANCE,86609.205,2,87198.51,4.0429,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,145.76214286,1790130000
2026-09-23T04:59:18.491489+00:00,20260923T045917.256126Z,5m,RESISTANCE,86532.285,2,87198.51,4.5706,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,145.76214286,1790132400
2026-09-23T04:59:18.491528+00:00,20260923T045917.256126Z,5m,SUPPORT,86415.92666667,3,87198.51,5.3689,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,145.76214286,1790132700
2026-09-23T04:59:18.491569+00:00,20260923T045917.256126Z,5m,RESISTANCE,86393.25,1,87198.51,5.5245,ABOVE,NONE,NONE,NONE,,0,False,145.76214286,1790128800
2026-09-23T05:16:40.710956+00:00,20260923T051639.283904Z,1h,RESISTANCE,86734.0,1,86959.62,0.5235,ABOVE,NONE,BREAKOUT_CONFIRMED,BREAKOUT_CANDIDATE,LONG,1,True,431.01428571,1790089200
2026-09-23T05:16:40.711026+00:00,20260923T051639.283904Z,1h,RESISTANCE,87397.0,1,86959.62,1.0148,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,431.01428571,1790020800
2026-09-23T05:16:40.711082+00:00,20260923T051639.283904Z,1h,RESISTANCE,86369.835,2,86959.62,1.3684,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,431.01428571,1790064000
2026-09-23T05:16:40.711134+00:00,20260923T051639.283904Z,1h,SUPPORT,86001.0,1,86959.62,2.2241,ABOVE,NONE,NONE,NONE,,0,False,431.01428571,1790114400
2026-09-23T05:16:40.711185+00:00,20260923T051639.283904Z,1h,SUPPORT,85450.0,1,86959.62,3.5025,ABOVE,NONE,NONE,NONE,,0,False,431.01428571,1790085600
2026-09-23T05:16:40.711236+00:00,20260923T051639.283904Z,1h,RESISTANCE,85257.0,1,86959.62,3.9503,ABOVE,NONE,NONE,NONE,,0,False,431.01428571,1789981200
2026-09-23T05:16:40.711286+00:00,20260923T051639.283904Z,1h,SUPPORT,85059.28,1,86959.62,4.409,ABOVE,NONE,NONE,NONE,,0,False,431.01428571,1790053200
2026-09-23T05:16:40.711343+00:00,20260923T051639.283904Z,1h,RESISTANCE,82087.11,1,86959.62,11.3048,ABOVE,NONE,NONE,NONE,,0,False,431.01428571,1789952400
2026-09-23T05:16:40.756835+00:00,20260923T051639.283904Z,15m,RESISTANCE,86959.3,1,86959.62,0.0014,ABOVE,RETEST,TEST_RETEST,TEST_RETEST,,0,False,222.92214286,1790134200
2026-09-23T05:16:40.756895+00:00,20260923T051639.283904Z,15m,RESISTANCE,86838.78,1,86959.62,0.5421,ABOVE,NONE,NONE,NONE,,0,False,222.92214286,1790125200
2026-09-23T05:16:40.756973+00:00,20260923T051639.283904Z,15m,RESISTANCE,86734.0,1,86959.62,1.0121,ABOVE,NONE,NONE,NONE,,0,False,222.92214286,1790091900
2026-09-23T05:16:40.757034+00:00,20260923T051639.283904Z,15m,RESISTANCE,86640.71333333,3,86959.62,1.4306,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,222.92214286,1790129700
2026-09-23T05:16:40.757089+00:00,20260923T051639.283904Z,15m,RESISTANCE,87282.81,1,86959.62,1.4498,BELOW,NONE,NONE,NONE,,0,False,222.92214286,1790137800
2026-09-23T05:16:40.757140+00:00,20260923T051639.283904Z,15m,SUPPORT,86621.19,1,86959.62,1.5182,ABOVE,NONE,NONE,NONE,,0,False,222.92214286,1790136000
2026-09-23T05:16:40.757191+00:00,20260923T051639.283904Z,15m,RESISTANCE,86492.02,2,86959.62,2.0976,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,222.92214286,1790118000
2026-09-23T05:16:40.757240+00:00,20260923T051639.283904Z,15m,SUPPORT,86413.78,1,86959.62,2.4486,ABOVE,NONE,NONE,NONE,,0,False,222.92214286,1790132400
2026-09-23T05:16:40.802781+00:00,20260923T051639.283904Z,5m,RESISTANCE,86959.3,1,86959.62,0.0021,ABOVE,RETEST,TEST_RETEST,NONE,,0,True,153.35357143,1790134800
2026-09-23T05:16:40.802843+00:00,20260923T051639.283904Z,5m,SUPPORT,86879.52,1,86959.62,0.5223,ABOVE,RETEST,TEST_RETEST,NONE,,0,True,153.35357143,1790139900
2026-09-23T05:16:40.802898+00:00,20260923T051639.283904Z,5m,RESISTANCE,86832.035,2,86959.62,0.832,ABOVE,NONE,NONE,NONE,,0,False,153.35357143,1790133600
2026-09-23T05:16:40.802973+00:00,20260923T051639.283904Z,5m,RESISTANCE,87256.25,2,86959.62,1.9343,BELOW,NONE,NONE,NONE,,0,False,153.35357143,1790139300
2026-09-23T05:16:40.803025+00:00,20260923T051639.283904Z,5m,RESISTANCE,86633.41,1,86959.62,2.1272,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,153.35357143,1790130000
2026-09-23T05:16:40.803074+00:00,20260923T051639.283904Z,5m,SUPPORT,86621.19,1,86959.62,2.2069,ABOVE,NONE,NONE,NONE,,0,False,153.35357143,1790136300
2026-09-23T05:16:40.803124+00:00,20260923T051639.283904Z,5m,RESISTANCE,86549.85666667,3,86959.62,2.672,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,153.35357143,1790132400
2026-09-23T05:16:40.803173+00:00,20260923T051639.283904Z,5m,SUPPORT,86415.92666667,3,86959.62,3.5454,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,153.35357143,1790132700
2026-09-23T05:31:36.793866+00:00,20260923T053135.624264Z,1h,RESISTANCE,86734.0,1,86736.38,0.0054,ABOVE,RETEST,TEST_RETEST,BREAKOUT_CONFIRMED,,0,True,442.40857143,1790089200
2026-09-23T05:31:36.793937+00:00,20260923T053135.624264Z,1h,RESISTANCE,86369.835,2,86736.38,0.8285,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,442.40857143,1790064000
2026-09-23T05:31:36.793996+00:00,20260923T053135.624264Z,1h,RESISTANCE,87397.0,1,86736.38,1.4932,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,442.40857143,1790020800
2026-09-23T05:31:36.794051+00:00,20260923T053135.624264Z,1h,SUPPORT,86001.0,1,86736.38,1.6622,ABOVE,NONE,NONE,NONE,,0,False,442.40857143,1790114400
2026-09-23T05:31:36.794104+00:00,20260923T053135.624264Z,1h,SUPPORT,85450.0,1,86736.38,2.9077,ABOVE,NONE,NONE,NONE,,0,False,442.40857143,1790085600
2026-09-23T05:31:36.794158+00:00,20260923T053135.624264Z,1h,RESISTANCE,85257.0,1,86736.38,3.3439,ABOVE,NONE,NONE,NONE,,0,False,442.40857143,1789981200
2026-09-23T05:31:36.794209+00:00,20260923T053135.624264Z,1h,SUPPORT,85059.28,1,86736.38,3.7908,ABOVE,NONE,NONE,NONE,,0,False,442.40857143,1790053200
2026-09-23T05:31:36.794269+00:00,20260923T053135.624264Z,1h,RESISTANCE,82087.11,1,86736.38,10.509,ABOVE,NONE,NONE,NONE,,0,False,442.40857143,1789952400
2026-09-23T05:31:36.841605+00:00,20260923T053135.624264Z,15m,RESISTANCE,86734.0,1,86736.38,0.0103,ABOVE,RETEST,TEST_RETEST,NONE,,0,True,230.31428571,1790091900
2026-09-23T05:31:36.841670+00:00,20260923T053135.624264Z,15m,RESISTANCE,86640.71333333,3,86736.38,0.4154,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,230.31428571,1790129700
2026-09-23T05:31:36.841724+00:00,20260923T053135.624264Z,15m,RESISTANCE,86838.78,1,86736.38,0.4446,BELOW,RETEST,TEST_RETEST,NONE,,0,True,230.31428571,1790125200
2026-09-23T05:31:36.841776+00:00,20260923T053135.624264Z,15m,SUPPORT,86621.19,1,86736.38,0.5001,ABOVE,NONE,NONE,NONE,,0,False,230.31428571,1790136000
2026-09-23T05:31:36.841826+00:00,20260923T053135.624264Z,15m,RESISTANCE,86959.3,1,86736.38,0.9679,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,230.31428571,1790134200
2026-09-23T05:31:36.841875+00:00,20260923T053135.624264Z,15m,RESISTANCE,86492.02,2,86736.38,1.061,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,230.31428571,1790118000
2026-09-23T05:31:36.841923+00:00,20260923T053135.624264Z,15m,SUPPORT,86413.78,1,86736.38,1.4007,ABOVE,NONE,NONE,NONE,,0,False,230.31428571,1790132400
2026-09-23T05:31:36.841969+00:00,20260923T053135.624264Z,15m,SUPPORT,86251.2,1,86736.38,2.1066,ABOVE,NONE,NONE,NONE,,0,False,230.31428571,1790101800
2026-09-23T05:31:36.888163+00:00,20260923T053135.624264Z,5m,RESISTANCE,86832.035,2,86736.38,0.6866,BELOW,NONE,NONE,NONE,,0,False,139.30857143,1790133600
2026-09-23T05:31:36.888225+00:00,20260923T053135.624264Z,5m,SUPPORT,86621.19,1,86736.38,0.8269,ABOVE,NONE,NONE,NONE,,0,False,139.30857143,1790136300
2026-09-23T05:31:36.888279+00:00,20260923T053135.624264Z,5m,RESISTANCE,86609.205,2,86736.38,0.9129,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,139.30857143,1790130000
2026-09-23T05:31:36.888331+00:00,20260923T053135.624264Z,5m,RESISTANCE,86532.285,2,86736.38,1.4651,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,139.30857143,1790132400
2026-09-23T05:31:36.888380+00:00,20260923T053135.624264Z,5m,RESISTANCE,86959.3,1,86736.38,1.6002,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,139.30857143,1790134800
2026-09-23T05:31:36.888430+00:00,20260923T053135.624264Z,5m,SUPPORT,86415.92666667,3,86736.38,2.3003,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,139.30857143,1790132700
2026-09-23T05:31:36.888506+00:00,20260923T053135.624264Z,5m,RESISTANCE,86393.25,1,86736.38,2.4631,ABOVE,NONE,NONE,NONE,,0,False,139.30857143,1790128800
2026-09-23T05:31:36.888560+00:00,20260923T053135.624264Z,5m,RESISTANCE,87229.69,1,86736.38,3.5411,BELOW,NONE,NONE,NONE,,0,False,139.30857143,1790139300
2026-09-23T05:45:24.595260+00:00,20260923T054523.543871Z,1h,RESISTANCE,86734.0,1,86759.86,0.0582,ABOVE,RETEST,TEST_RETEST,TEST_RETEST,,0,False,443.98642857,1790089200
2026-09-23T05:45:24.595324+00:00,20260923T054523.543871Z,1h,RESISTANCE,86369.835,2,86759.86,0.8785,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,443.98642857,1790064000
2026-09-23T05:45:24.595380+00:00,20260923T054523.543871Z,1h,RESISTANCE,87397.0,1,86759.86,1.435,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,443.98642857,1790020800
2026-09-23T05:45:24.595425+00:00,20260923T054523.543871Z,1h,SUPPORT,86001.0,1,86759.86,1.7092,ABOVE,NONE,NONE,NONE,,0,False,443.98642857,1790114400
2026-09-23T05:45:24.595458+00:00,20260923T054523.543871Z,1h,SUPPORT,85450.0,1,86759.86,2.9502,ABOVE,NONE,NONE,NONE,,0,False,443.98642857,1790085600
2026-09-23T05:45:24.595491+00:00,20260923T054523.543871Z,1h,RESISTANCE,85257.0,1,86759.86,3.3849,ABOVE,NONE,NONE,NONE,,0,False,443.98642857,1789981200
2026-09-23T05:45:24.595523+00:00,20260923T054523.543871Z,1h,SUPPORT,85059.28,1,86759.86,3.8303,ABOVE,NONE,NONE,NONE,,0,False,443.98642857,1790053200
2026-09-23T05:45:24.595562+00:00,20260923T054523.543871Z,1h,RESISTANCE,82087.11,1,86759.86,10.5245,ABOVE,NONE,NONE,NONE,,0,False,443.98642857,1789952400
2026-09-23T05:45:24.620727+00:00,20260923T054523.543871Z,15m,RESISTANCE,86734.0,1,86759.86,0.1186,ABOVE,RETEST,TEST_RETEST,TEST_RETEST,,0,False,218.10214286,1790091900
2026-09-23T05:45:24.620780+00:00,20260923T054523.543871Z,15m,RESISTANCE,86838.78,1,86759.86,0.3618,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,218.10214286,1790125200
2026-09-23T05:45:24.620815+00:00,20260923T054523.543871Z,15m,RESISTANCE,86640.71333333,3,86759.86,0.5463,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,218.10214286,1790129700
2026-09-23T05:45:24.620848+00:00,20260923T054523.543871Z,15m,SUPPORT,86621.19,1,86759.86,0.6358,ABOVE,NONE,NONE,NONE,,0,False,218.10214286,1790136000
2026-09-23T05:45:24.620880+00:00,20260923T054523.543871Z,15m,RESISTANCE,86959.3,1,86759.86,0.9144,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,218.10214286,1790134200
2026-09-23T05:45:24.620912+00:00,20260923T054523.543871Z,15m,RESISTANCE,86492.02,2,86759.86,1.228,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,218.10214286,1790118000
2026-09-23T05:45:24.620944+00:00,20260923T054523.543871Z,15m,SUPPORT,86413.78,1,86759.86,1.5868,ABOVE,NONE,NONE,NONE,,0,False,218.10214286,1790132400
2026-09-23T05:45:24.620975+00:00,20260923T054523.543871Z,15m,SUPPORT,86251.2,1,86759.86,2.3322,ABOVE,NONE,NONE,NONE,,0,False,218.10214286,1790101800
2026-09-23T05:45:24.649223+00:00,20260923T054523.543871Z,5m,SUPPORT,86697.91,1,86759.86,0.5688,ABOVE,NONE,NONE,NONE,,0,False,108.90642857,1790141400
2026-09-23T05:45:24.649274+00:00,20260923T054523.543871Z,5m,RESISTANCE,86832.035,2,86759.86,0.6627,BELOW,NONE,NONE,NONE,,0,False,108.90642857,1790133600
2026-09-23T05:45:24.649331+00:00,20260923T054523.543871Z,5m,RESISTANCE,86633.41,1,86759.86,1.1611,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,108.90642857,1790130000
2026-09-23T05:45:24.649383+00:00,20260923T054523.543871Z,5m,SUPPORT,86621.19,1,86759.86,1.2733,ABOVE,NONE,NONE,NONE,,0,False,108.90642857,1790136300
2026-09-23T05:45:24.649446+00:00,20260923T054523.543871Z,5m,RESISTANCE,86585.0,1,86759.86,1.6056,ABOVE,NONE,NONE,NONE,,0,False,108.90642857,1790124000
2026-09-23T05:45:24.649496+00:00,20260923T054523.543871Z,5m,RESISTANCE,86959.3,1,86759.86,1.8313,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,108.90642857,1790134800
2026-09-23T05:45:24.649545+00:00,20260923T054523.543871Z,5m,RESISTANCE,86532.285,2,86759.86,2.0896,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,108.90642857,1790132400
2026-09-23T05:45:24.649594+00:00,20260923T054523.543871Z,5m,SUPPORT,86415.92666667,3,86759.86,3.1581,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,108.90642857,1790132700
2026-09-23T05:56:13.533022+00:00,20260923T055612.794987Z,1h,RESISTANCE,86369.835,2,86490.72,0.2629,ABOVE,RETEST,TEST_RETEST,TEST_RETEST,,0,False,459.76071429,1790064000
2026-09-23T05:56:13.533055+00:00,20260923T055612.794987Z,1h,RESISTANCE,86734.0,1,86490.72,0.5291,BELOW,RECLAIM,TEST_RETEST,TEST_RETEST,,0,False,459.76071429,1790089200
2026-09-23T05:56:13.533082+00:00,20260923T055612.794987Z,1h,SUPPORT,86001.0,1,86490.72,1.0652,ABOVE,NONE,NONE,NONE,,0,False,459.76071429,1790114400
2026-09-23T05:56:13.533107+00:00,20260923T055612.794987Z,1h,RESISTANCE,87397.0,1,86490.72,1.9712,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,459.76071429,1790020800
2026-09-23T05:56:13.533131+00:00,20260923T055612.794987Z,1h,SUPPORT,85450.0,1,86490.72,2.2636,ABOVE,NONE,NONE,NONE,,0,False,459.76071429,1790085600
2026-09-23T05:56:13.533156+00:00,20260923T055612.794987Z,1h,RESISTANCE,85257.0,1,86490.72,2.6834,ABOVE,NONE,NONE,NONE,,0,False,459.76071429,1789981200
2026-09-23T05:56:13.533179+00:00,20260923T055612.794987Z,1h,SUPPORT,85059.28,1,86490.72,3.1134,ABOVE,NONE,NONE,NONE,,0,False,459.76071429,1790053200
2026-09-23T05:56:13.533209+00:00,20260923T055612.794987Z,1h,RESISTANCE,82087.11,1,86490.72,9.578,ABOVE,NONE,NONE,NONE,,0,False,459.76071429,1789952400
2026-09-23T05:56:13.552827+00:00,20260923T055612.794987Z,15m,RESISTANCE,86492.02,2,86490.72,0.0055,BELOW,RETEST,TEST_RETEST,TEST_RETEST,,0,False,237.56857143,1790118000
2026-09-23T05:56:13.552857+00:00,20260923T055612.794987Z,15m,SUPPORT,86413.78,1,86490.72,0.3239,ABOVE,RETEST,TEST_RETEST,NONE,,0,True,237.56857143,1790132400
2026-09-23T05:56:13.552882+00:00,20260923T055612.794987Z,15m,SUPPORT,86621.19,1,86490.72,0.5492,BELOW,NONE,BREAKDOWN_CANDIDATE,NONE,SHORT,0,True,237.56857143,1790136000
2026-09-23T05:56:13.552907+00:00,20260923T055612.794987Z,15m,RESISTANCE,86640.71333333,3,86490.72,0.6314,BELOW,RECLAIM,TEST_RETEST,TEST_RETEST,,0,False,237.56857143,1790129700
2026-09-23T05:56:13.552930+00:00,20260923T055612.794987Z,15m,RESISTANCE,86734.0,1,86490.72,1.024,BELOW,RETEST,TEST_RETEST,TEST_RETEST,,0,False,237.56857143,1790091900
2026-09-23T05:56:13.552954+00:00,20260923T055612.794987Z,15m,RESISTANCE,86210.97,1,86490.72,1.1776,ABOVE,NONE,NONE,NONE,,0,False,237.56857143,1790082000
2026-09-23T05:56:13.552977+00:00,20260923T055612.794987Z,15m,SUPPORT,86189.3925,4,86490.72,1.2684,ABOVE,NONE,NONE,NONE,,0,False,237.56857143,1790127900
2026-09-23T05:56:13.552999+00:00,20260923T055612.794987Z,15m,RESISTANCE,86838.78,1,86490.72,1.4651,BELOW,RETEST,TEST_RETEST,TEST_RETEST,,0,False,237.56857143,1790125200
2026-09-23T05:56:13.571851+00:00,20260923T055612.794987Z,5m,RESISTANCE,86565.465,2,86490.72,0.6141,BELOW,RETEST,TEST_RETEST,NONE,,0,True,121.71285714,1790132400
2026-09-23T05:56:13.571880+00:00,20260923T055612.794987Z,5m,SUPPORT,86415.92666667,3,86490.72,0.6145,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,121.71285714,1790132700
2026-09-23T05:56:13.571906+00:00,20260923T055612.794987Z,5m,RESISTANCE,86393.25,1,86490.72,0.8008,ABOVE,NONE,NONE,NONE,,0,False,121.71285714,1790128800
2026-09-23T05:56:13.571929+00:00,20260923T055612.794987Z,5m,SUPPORT,86621.19,1,86490.72,1.0719,BELOW,NONE,NONE,NONE,,0,False,121.71285714,1790136300
2026-09-23T05:56:13.571953+00:00,20260923T055612.794987Z,5m,RESISTANCE,86633.41,1,86490.72,1.1723,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,121.71285714,1790130000
2026-09-23T05:56:13.571979+00:00,20260923T055612.794987Z,5m,SUPPORT,86697.91,1,86490.72,1.7023,BELOW,NONE,NONE,NONE,,0,False,121.71285714,1790141400
2026-09-23T05:56:13.572002+00:00,20260923T055612.794987Z,5m,RESISTANCE,86830.18,3,86490.72,2.789,BELOW,NONE,NONE,NONE,,0,False,121.71285714,1790142000
2026-09-23T05:56:13.572026+00:00,20260923T055612.794987Z,5m,SUPPORT,86146.265,2,86490.72,2.8301,ABOVE,NONE,NONE,NONE,,0,False,121.71285714,1790128500
2026-09-23T06:15:58.017206+00:00,20260923T061557.008198Z,1h,RESISTANCE,86734.0,1,86603.21,0.2985,BELOW,RETEST,TEST_RETEST,TEST_RETEST,,0,False,438.23071429,1790089200
2026-09-23T06:15:58.017242+00:00,20260923T061557.008198Z,1h,RESISTANCE,86369.835,2,86603.21,0.5325,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,438.23071429,1790064000
2026-09-23T06:15:58.017272+00:00,20260923T061557.008198Z,1h,SUPPORT,86001.0,1,86603.21,1.3742,ABOVE,NONE,NONE,NONE,,0,False,438.23071429,1790114400
2026-09-23T06:15:58.017299+00:00,20260923T061557.008198Z,1h,RESISTANCE,87339.905,2,86603.21,1.6811,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,438.23071429,1790136000
2026-09-23T06:15:58.017324+00:00,20260923T061557.008198Z,1h,SUPPORT,85450.0,1,86603.21,2.6315,ABOVE,NONE,NONE,NONE,,0,False,438.23071429,1790085600
2026-09-23T06:15:58.017352+00:00,20260923T061557.008198Z,1h,RESISTANCE,85257.0,1,86603.21,3.0719,ABOVE,NONE,NONE,NONE,,0,False,438.23071429,1789981200
2026-09-23T06:15:58.017378+00:00,20260923T061557.008198Z,1h,SUPPORT,85059.28,1,86603.21,3.5231,ABOVE,NONE,NONE,NONE,,0,False,438.23071429,1790053200
2026-09-23T06:15:58.017417+00:00,20260923T061557.008198Z,1h,RESISTANCE,82087.11,1,86603.21,10.3053,ABOVE,NONE,NONE,NONE,,0,False,438.23071429,1789952400
2026-09-23T06:15:58.040920+00:00,20260923T061557.008198Z,15m,SUPPORT,86621.19,1,86603.21,0.0752,BELOW,RETEST,BREAKDOWN_CANDIDATE,BREAKDOWN_CANDIDATE,SHORT,1,False,239.23214286,1790136000
2026-09-23T06:15:58.040965+00:00,20260923T061557.008198Z,15m,RESISTANCE,86640.71333333,3,86603.21,0.1568,BELOW,RETEST,TEST_RETEST,TEST_RETEST,,0,False,239.23214286,1790129700
2026-09-23T06:15:58.040993+00:00,20260923T061557.008198Z,15m,RESISTANCE,86492.02,2,86603.21,0.4648,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,239.23214286,1790118000
2026-09-23T06:15:58.041021+00:00,20260923T061557.008198Z,15m,RESISTANCE,86734.0,1,86603.21,0.5467,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,239.23214286,1790091900
2026-09-23T06:15:58.041048+00:00,20260923T061557.008198Z,15m,SUPPORT,86414.39,2,86603.21,0.7893,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,239.23214286,1790142300
2026-09-23T06:15:58.041074+00:00,20260923T061557.008198Z,15m,RESISTANCE,86838.78,1,86603.21,0.9847,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,239.23214286,1790125200
2026-09-23T06:15:58.041100+00:00,20260923T061557.008198Z,15m,RESISTANCE,86959.3,1,86603.21,1.4885,BELOW,NONE,TEST_RETEST,TEST_RETEST,,0,False,239.23214286,1790134200
2026-09-23T06:15:58.041127+00:00,20260923T061557.008198Z,15m,RESISTANCE,86210.97,1,86603.21,1.6396,ABOVE,NONE,NONE,NONE,,0,False,239.23214286,1790082000
2026-09-23T06:15:58.067026+00:00,20260923T061557.008198Z,5m,SUPPORT,86621.19,1,86603.21,0.162,BELOW,RETEST,TEST_RETEST,NONE,,0,True,110.99428571,1790136300
2026-09-23T06:15:58.067073+00:00,20260923T061557.008198Z,5m,RESISTANCE,86585.0,1,86603.21,0.1641,ABOVE,RETEST,TEST_RETEST,TEST_RETEST,,0,False,110.99428571,1790124000
2026-09-23T06:15:58.067113+00:00,20260923T061557.008198Z,5m,RESISTANCE,86633.41,1,86603.21,0.2721,BELOW,RETEST,TEST_RETEST,TEST_RETEST,,0,False,110.99428571,1790130000
2026-09-23T06:15:58.067155+00:00,20260923T061557.008198Z,5m,RESISTANCE,86545.93,1,86603.21,0.5161,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,110.99428571,1790132400
2026-09-23T06:15:58.067194+00:00,20260923T061557.008198Z,5m,SUPPORT,86697.91,1,86603.21,0.8532,BELOW,NONE,NONE,NONE,,0,False,110.99428571,1790141400
2026-09-23T06:15:58.067232+00:00,20260923T061557.008198Z,5m,SUPPORT,86415.695,4,86603.21,1.6894,ABOVE,NONE,TEST_RETEST,TEST_RETEST,,0,False,110.99428571,1790142900
2026-09-23T06:15:58.067270+00:00,20260923T061557.008198Z,5m,RESISTANCE,86393.25,1,86603.21,1.8916,ABOVE,NONE,NONE,NONE,,0,False,110.99428571,1790128800
2026-09-23T06:15:58.067307+00:00,20260923T061557.008198Z,5m,RESISTANCE,86830.18,3,86603.21,2.0449,BELOW,NONE,NONE,NONE,,0,False,110.99428571,1790142000
2026-09-23T06:38:11.630966+00:00,20260923T063809.872441Z,1h,RESISTANCE,86369.835,2,86525.16,0.3495,ABOVE,RETEST,TEST_RETEST,TEST_RETEST,,0,False,444.38214286,1790064000
2026-09-23T06:38:11.631029+00:00,20260923T063809.872441Z,1h,RESISTANCE,86734.0,1,86525.16,0.47,BELOW,RETEST,TEST_RETEST,TEST_RETEST,,0,False,444.38214286,1790089200
2026-09-23T06:38:11.631084+00:00,20260923T063809.872441Z,1h,SUPPORT,86001.0,1,86525.16,1.1795,ABOVE,NONE,NONE,NONE,,0,False,444.38214286,1790114400
